cliente,data_venda,genero,produto,preco,quantidade,total,tempo_entrega,cidade
Maria souza,2023-12-17,Masculino,Teclado,50.0,3,360,02:46:35,Belo horizonte
Carlos lima,2024-08-07,Masculino,Cadeira,1200.0,2,,0:03:20,Curitiba
Ana clara,0024-11-11,,Mouse,50.0,3,,01:19:36,Curitiba
Maria souza,2024-04-05,,Teclado,50.0,2,120,0:00:45,Belo horizonte
João silva,2023-11-11,Masculino,Notebook,120.0,3,10500,02:11:19,Curitiba
Ana clara,2024-02-02,Masculino,Monitor,1200.0,2,,0:02:36,Curitiba
Carlos lima,2024-02-04,Masculino,Teclado,120.0,0,,,São paulo
Carlos lima,2023-11-23,Masculino,Teclado,50.0,3,240,01:22:05,Rio de janeiro
Maria souza,0023-01-19,,Cadeira,120.0,1,,,Curitiba
Maria souza,0024-01-13,,Monitor,1200.0,3,150,02:22:24,Belo horizonte
João silva,2024-05-06,,Notebook,800.0,0,1600,,Rio de janeiro
João silva,2023-08-22,,Notebook,800.0,1,3500,,Porto alegre
Maria souza,2024-09-21,Masculino,Mouse,800.0,1,,,Porto alegre
Maria souza,2024-07-02,,Cadeira,3500.0,3,1643,02:07:46,Curitiba
Ana clara,2024-11-18,Masculino,Cadeira,120.0,2,800,0:03:39,Belo horizonte
Ana clara,2024-08-26,Masculino,Monitor,50.0,1,,,Belo horizonte
Maria souza,2023-10-02,Masculino,Teclado,800.0,2,,0:00:50,Curitiba
Maria souza,2023-11-18,Masculino,Monitor,800.0,0,,,Belo horizonte
Carlos lima,2023-05-07,Masculino,Mouse,800.0,2,,0:01:15,Curitiba
Ana clara,2023-11-20,Masculino,Cadeira,120.0,2,,0:02:45,Belo horizonte
Maria souza,2024-09-15,Masculino,Notebook,120.0,2,1200,0:03:38,São paulo
Maria souza,2024-09-22,,Mouse,1200.0,0,173,,Belo horizonte
Carlos lima,0024-06-09,Masculino,Cadeira,120.0,1,,,Belo horizonte
Maria souza,0023-11-18,,Notebook,1200.0,0,,,São paulo
João silva,2023-01-17,,Monitor,120.0,3,120,00:47:39,Porto alegre
Ana clara,2024-01-05,Masculino,Notebook,1200.0,2,150,0:01:05,São paulo
João silva,2024-11-18,Masculino,Mouse,120.0,0,3500,,Rio de janeiro
João silva,2024-01-03,Masculino,Mouse,1200.0,3,100,02:38:19,Rio de janeiro
João silva,2024-01-04,Masculino,Notebook,50.0,0,10500,,Porto alegre
Maria souza,2023-12-17,Masculino,Teclado,3500.0,2,,0:02:06,Porto alegre
Ana clara,2023-08-15,,Monitor,3500.0,2,820,0:01:05,Belo horizonte
Carlos lima,2023-02-16,Masculino,Monitor,120.0,2,150,0:00:15,Rio de janeiro
Maria souza,2024-01-07,,Cadeira,3500.0,1,,,São paulo
Carlos lima,0023-08-21,Masculino,Mouse,800.0,3,335,02:20:16,São paulo
João silva,0024-05-24,,Monitor,1200.0,3,3600,00:21:03,Curitiba
João silva,2024-03-25,,Teclado,1200.0,2,150,0:03:41,Curitiba
João silva,2023-01-22,,Teclado,50.0,0,,,Curitiba
Ana clara,2023-07-18,Masculino,Teclado,3500.0,0,120,,São paulo
Ana clara,2023-10-25,Masculino,Mouse,120.0,1,100,,Rio de janeiro
Maria souza,2024-10-10,,Cadeira,1200.0,0,3500,,Rio de janeiro
Maria souza,2024-09-21,,Teclado,1200.0,1,240,,Curitiba
Carlos lima,0023-11-11,Masculino,Teclado,800.0,0,1200,,São paulo
Carlos lima,0023-04-22,Masculino,Notebook,3500.0,3,7000,01:54:23,Rio de janeiro
Carlos lima,0024-07-14,Masculino,Mouse,1200.0,2,382,0:01:34,Porto alegre
Ana clara,2024-08-09,Masculino,Monitor,800.0,2,360,0:02:52,Rio de janeiro
Carlos lima,2024-04-02,Masculino,Monitor,120.0,1,1600,,São paulo
João silva,0023-02-01,,Mouse,50.0,1,7000,,Curitiba
Maria souza,2024-05-08,,Notebook,120.0,1,1200,,Belo horizonte
João silva,0024-02-14,,Teclado,1200.0,1,1600,,São paulo
Ana clara,0024-09-17,,Monitor,50.0,0,800,,São paulo
Ana clara,2024-11-10,,Cadeira,3500.0,1,800,,Belo horizonte
Ana clara,2023-08-13,Masculino,Monitor,50.0,3,150,00:30:47,Belo horizonte
Ana clara,2023-07-07,,Cadeira,50.0,1,7047,,Porto alegre
João silva,2023-02-22,,Teclado,1200.0,2,240,0:00:44,Belo horizonte
Maria souza,2024-10-13,,Mouse,1200.0,2,3500,0:00:07,Porto alegre
João silva,0023-06-13,,Teclado,800.0,2,128,0:00:22,Rio de janeiro
Ana clara,2024-01-24,,Mouse,3500.0,2,7000,0:02:35,Curitiba
João silva,0023-07-04,Masculino,Teclado,120.0,0,,,Rio de janeiro
João silva,0024-01-14,Masculino,Notebook,50.0,2,7000,0:02:05,São paulo
João silva,2023-10-18,,Monitor,1200.0,1,,,Rio de janeiro
Ana clara,0024-07-09,Masculino,Cadeira,120.0,0,2400,,Porto alegre
Ana clara,0024-03-01,Masculino,Mouse,3500.0,2,,0:03:33,Belo horizonte
Ana clara,0024-09-02,,Teclado,800.0,2,,0:00:16,Curitiba
Ana clara,2024-01-11,,Notebook,3500.0,3,,00:32:05,Porto alegre
Ana clara,0023-04-06,Masculino,Teclado,800.0,2,3500,0:03:47,Belo horizonte
Pedro alves,2024-08-12,,Notebook,1200.0,2,10500,0:03:42,São paulo
Pedro alves,2023-12-11,Masculino,Cadeira,800.0,0,,,Curitiba
Pedro alves,2023-02-02,,Mouse,50.0,3,2400,01:21:14,Porto alegre
Pedro alves,2023-02-01,Masculino,Notebook,3500.0,3,120,00:54:38,Porto alegre
Pedro alves,2024-06-12,,Teclado,50.0,2,,0:01:48,Curitiba
Ana clara,2024-10-05,Masculino,Monitor,1200.0,2,1579,0:00:36,Rio de janeiro
Pedro alves,0024-06-13,,Notebook,120.0,3,,00:58:11,Curitiba
João silva,2024-05-05,Masculino,Cadeira,50.0,0,800,,Belo horizonte
João silva,2024-08-03,,Notebook,3500.0,1,,,Rio de janeiro
Pedro alves,2024-03-06,,Notebook,50.0,1,10500,,Rio de janeiro
Pedro alves,2023-09-01,Masculino,Monitor,1200.0,0,240,,Belo horizonte
Pedro alves,2023-09-21,,Monitor,120.0,3,100,00:53:04,Rio de janeiro
João silva,0024-06-01,Masculino,Notebook,120.0,3,1179,01:04:52,Porto alegre
Carlos lima,0024-11-22,Masculino,Monitor,50.0,1,3600,,Belo horizonte
Carlos lima,0024-02-06,Masculino,Cadeira,3500.0,2,2449,0:00:13,São paulo
Pedro alves,2024-07-06,,Monitor,120.0,1,100,,Curitiba
Pedro alves,0024-05-02,,Mouse,800.0,0,,,São paulo
João silva,0024-05-27,,Monitor,50.0,2,240,0:03:43,São paulo
Ana clara,0023-04-09,Masculino,Cadeira,1200.0,0,50,,Curitiba
João silva,2024-01-15,,Cadeira,120.0,2,,0:00:25,Curitiba
Ana clara,2024-12-16,Masculino,Cadeira,1200.0,1,360,,Porto alegre
Carlos lima,0023-02-16,,Notebook,50.0,0,3500,,Porto alegre
Carlos lima,2024-02-10,Masculino,Mouse,1200.0,1,2400,,Rio de janeiro
Maria souza,2024-10-10,Masculino,Notebook,50.0,3,,02:18:35,Rio de janeiro
Carlos lima,2024-09-13,,Teclado,50.0,3,2400,00:34:47,Porto alegre
Pedro alves,2023-07-11,Masculino,Monitor,1200.0,3,800,01:57:36,Curitiba
Pedro alves,2024-05-06,,Mouse,50.0,0,3472,,Rio de janeiro
Carlos lima,2023-04-28,Masculino,Mouse,3500.0,2,7000,0:02:42,Belo horizonte
Pedro alves,2023-02-08,Masculino,Monitor,1200.0,2,1573,0:02:51,Rio de janeiro
Pedro alves,2023-09-06,,Mouse,120.0,2,240,0:01:12,São paulo
Pedro alves,0023-02-12,Masculino,Notebook,50.0,3,3500,00:08:08,Belo horizonte
Carlos lima,2023-03-17,Masculino,Monitor,3500.0,3,2448,00:50:21,Belo horizonte
Carlos lima,2024-07-26,Masculino,Teclado,3500.0,1,3600,,São paulo
Ana clara,0023-09-23,Masculino,Monitor,120.0,1,800,,Curitiba
Carlos lima,2023-04-13,Masculino,Cadeira,800.0,2,50,0:02:27,São paulo
Maria souza,2024-01-07,,Teclado,50.0,3,100,02:12:08,Rio de janeiro
Ana clara,2023-11-24,,Cadeira,800.0,2,1200,0:00:36,Belo horizonte
Pedro alves,2023-05-27,,Notebook,1200.0,1,800,,Curitiba
Pedro alves,0023-02-12,Masculino,Notebook,1200.0,3,360,02:01:20,São paulo
Carlos lima,0024-08-08,,Notebook,120.0,3,,01:39:10,Belo horizonte
Carlos lima,2023-07-24,Masculino,Notebook,120.0,0,50,,Curitiba
Ana clara,2023-08-27,,Mouse,1200.0,0,1200,,Belo horizonte
Ana clara,2024-02-07,,Monitor,50.0,1,50,,Curitiba
Carlos lima,2024-03-10,Masculino,Cadeira,3500.0,0,1600,,Rio de janeiro
Carlos lima,2024-08-18,,Notebook,50.0,0,2400,,São paulo
Ana clara,0023-03-15,,Cadeira,120.0,1,3500,,Porto alegre
João silva,2023-03-05,,Notebook,120.0,3,,00:25:00,Rio de janeiro
João silva,2023-10-21,Masculino,Teclado,50.0,0,2352,,Porto alegre
Ana clara,2023-03-12,Masculino,Mouse,120.0,1,50,,Curitiba
Ana clara,0023-05-01,Masculino,Cadeira,3500.0,1,150,,Curitiba
João silva,2024-05-15,,Cadeira,1200.0,2,150,0:03:25,São paulo
João silva,0023-01-09,Masculino,Teclado,120.0,2,240,0:02:24,Curitiba
Maria souza,2024-04-25,Masculino,Cadeira,1200.0,0,7000,,Curitiba
Carlos lima,0024-03-13,,Notebook,800.0,0,150,,Rio de janeiro
Maria souza,2024-05-24,Masculino,Cadeira,3500.0,1,100,,Curitiba
Maria souza,2024-05-06,,Cadeira,3500.0,0,3500,,Porto alegre
Ana clara,2024-10-17,,Teclado,1200.0,3,,00:37:27,Porto alegre
Ana clara,2024-01-08,Masculino,Mouse,50.0,1,,,Belo horizonte
Pedro alves,2024-02-06,,Teclado,3500.0,0,150,,Rio de janeiro
Ana clara,0023-09-13,,Teclado,120.0,1,227,,Porto alegre
Carlos lima,2024-02-04,,Notebook,50.0,1,1600,,Belo horizonte
Pedro alves,2024-03-22,,Mouse,3500.0,0,,,Rio de janeiro
Carlos lima,2023-06-17,Masculino,Cadeira,800.0,2,240,0:02:49,Belo horizonte
Maria souza,2023-06-04,,Mouse,800.0,2,2400,0:01:39,Curitiba
Pedro alves,2023-08-23,,Mouse,50.0,1,1200,,Porto alegre
Ana clara,2023-08-28,Masculino,Mouse,3500.0,1,50,,Rio de janeiro
Ana clara,2024-12-28,Masculino,Mouse,3500.0,0,1600,,São paulo
Maria souza,2024-02-14,Masculino,Cadeira,3500.0,1,6991,,Belo horizonte
Maria souza,2023-10-10,,Cadeira,120.0,2,10500,0:03:49,Rio de janeiro
Maria souza,2023-08-12,,Cadeira,1200.0,2,800,0:03:51,Curitiba
Carlos lima,2023-12-22,Masculino,Mouse,3500.0,3,800,00:34:02,São paulo
Ana clara,2023-01-17,,Monitor,800.0,1,,,Curitiba
Pedro alves,2023-01-15,Masculino,Cadeira,50.0,0,360,,Belo horizonte
Carlos lima,2023-05-19,,Monitor,1200.0,0,2400,,Porto alegre
Pedro alves,0024-09-02,,Monitor,3500.0,1,2400,,Belo horizonte
Maria souza,0023-02-17,,Notebook,3500.0,2,10500,0:02:13,São paulo
João silva,2024-11-22,Masculino,Notebook,1200.0,3,10500,01:38:10,Rio de janeiro
João silva,2023-12-03,Masculino,Notebook,50.0,3,1200,02:19:17,Belo horizonte
Carlos lima,0023-11-14,,Notebook,50.0,3,3500,01:16:58,Belo horizonte
Maria souza,2024-06-07,Masculino,Mouse,50.0,3,120,02:19:49,Rio de janeiro
João silva,2024-07-11,,Teclado,120.0,2,,0:01:58,Porto alegre
João silva,2023-03-08,Masculino,Cadeira,1200.0,3,2400,00:50:36,Curitiba
João silva,0024-04-07,Masculino,Teclado,800.0,3,,01:47:12,Curitiba
João silva,2023-01-16,,Notebook,3500.0,1,150,,Belo horizonte
Pedro alves,2023-03-05,,Cadeira,3500.0,0,150,,Curitiba
João silva,2024-04-07,Masculino,Notebook,50.0,1,10500,,São paulo
Ana clara,2023-03-13,,Teclado,1200.0,2,782,0:03:50,Curitiba
Pedro alves,2024-06-14,Masculino,Teclado,800.0,2,2432,0:01:35,São paulo
Maria souza,2024-07-01,Masculino,Mouse,800.0,3,1600,01:53:10,Belo horizonte
Pedro alves,2024-11-10,,Teclado,3500.0,1,,,São paulo
Maria souza,2024-02-07,Masculino,Cadeira,50.0,3,2400,01:28:16,Curitiba
Pedro alves,2023-02-02,Masculino,Monitor,50.0,3,,00:05:44,Rio de janeiro
João silva,2023-05-02,,Mouse,800.0,2,58,0:02:35,Porto alegre
João silva,2023-05-01,,Notebook,50.0,3,1200,02:31:38,Rio de janeiro
Maria souza,2024-10-03,,Teclado,3500.0,2,2400,0:03:22,São paulo
Ana clara,2024-10-18,Masculino,Mouse,50.0,1,,,Curitiba
Maria souza,2024-03-22,Masculino,Mouse,3500.0,1,1200,,Belo horizonte
Maria souza,2024-02-04,Masculino,Teclado,1200.0,2,50,0:01:52,Rio de janeiro
Maria souza,0024-04-13,Masculino,Monitor,50.0,0,7000,,Rio de janeiro
Maria souza,0024-04-20,Masculino,Cadeira,800.0,3,150,00:13:11,São paulo
Maria souza,2024-03-08,,Teclado,120.0,3,100,02:51:53,Rio de janeiro
Maria souza,2023-02-19,Masculino,Notebook,50.0,3,7000,01:14:05,São paulo
João silva,2023-01-13,Masculino,Mouse,50.0,1,3500,,Curitiba
Carlos lima,2024-09-03,Masculino,Mouse,120.0,0,,,Belo horizonte
Carlos lima,2023-12-16,Masculino,Cadeira,3500.0,3,3600,00:01:23,São paulo
Ana clara,0023-08-16,,Cadeira,1200.0,3,240,00:58:28,São paulo
Ana clara,0023-05-20,Masculino,Teclado,50.0,2,2400,0:01:04,Porto alegre
Ana clara,2024-06-24,Masculino,Teclado,3500.0,0,360,,Belo horizonte
Maria souza,2024-10-20,,Cadeira,50.0,2,1600,0:01:40,São paulo
Pedro alves,2023-09-28,,Teclado,800.0,3,2400,02:00:43,São paulo
Pedro alves,2023-03-04,,Teclado,50.0,2,,0:03:46,Curitiba
Ana clara,2024-12-17,Masculino,Cadeira,800.0,3,10500,00:05:20,Porto alegre
Maria souza,0024-11-19,Masculino,Notebook,120.0,1,240,,Rio de janeiro
João silva,2024-08-01,,Notebook,3500.0,0,150,,Belo horizonte
Carlos lima,2023-12-09,Masculino,Cadeira,120.0,2,1600,0:01:26,Curitiba
Maria souza,2023-10-18,Masculino,Cadeira,800.0,3,206,01:56:48,Belo horizonte
Carlos lima,2024-03-17,Masculino,Mouse,120.0,0,150,,Belo horizonte
João silva,0023-06-04,,Monitor,3500.0,3,800,00:39:45,Belo horizonte
João silva,2023-03-16,,Mouse,1200.0,2,360,0:01:43,Rio de janeiro
Carlos lima,0023-05-14,Masculino,Notebook,3500.0,3,2414,02:45:02,Belo horizonte
Carlos lima,2024-02-05,Masculino,Teclado,120.0,2,1600,0:01:56,São paulo
Ana clara,2024-06-03,Masculino,Monitor,120.0,2,7000,0:01:19,Belo horizonte
Pedro alves,2023-04-21,Masculino,Teclado,120.0,1,240,,Curitiba
Pedro alves,0023-02-02,,Teclado,1200.0,3,,02:02:25,São paulo
Pedro alves,2024-09-19,,Cadeira,50.0,0,2400,,Rio de janeiro
Ana clara,2024-01-08,,Teclado,800.0,0,1600,,Rio de janeiro
João silva,2024-10-14,Masculino,Teclado,120.0,3,7000,00:57:39,São paulo
Pedro alves,2023-03-06,Masculino,Mouse,800.0,2,,0:00:44,São paulo
Pedro alves,0023-10-09,,Teclado,50.0,3,120,02:47:17,Curitiba
Pedro alves,0024-10-14,,Mouse,3500.0,0,826,,Rio de janeiro
Pedro alves,2023-11-06,,Mouse,50.0,1,100,,Porto alegre
Maria souza,2023-09-23,,Cadeira,120.0,0,3600,,Porto alegre
Pedro alves,2024-08-23,Masculino,Notebook,1200.0,1,2400,,Belo horizonte
João silva,0024-02-21,,Mouse,1200.0,3,2400,01:56:28,Rio de janeiro
João silva,2024-08-09,Masculino,Teclado,800.0,3,2400,01:38:41,Belo horizonte
Maria souza,2023-08-01,Masculino,Teclado,1200.0,0,,,Porto alegre
Carlos lima,0023-09-13,Masculino,Mouse,120.0,0,203,,Porto alegre
Carlos lima,2024-09-16,Masculino,Notebook,1200.0,0,317,,Porto alegre
Maria souza,0024-02-22,Masculino,Cadeira,1200.0,3,10500,01:43:42,Porto alegre
Ana clara,2024-03-07,,Monitor,3500.0,3,3600,01:38:59,Rio de janeiro
João silva,2023-03-16,Masculino,Notebook,50.0,2,10500,0:00:39,Curitiba
Ana clara,0024-04-24,,Monitor,50.0,2,7000,0:03:26,Curitiba
Ana clara,2024-07-05,,Cadeira,3500.0,3,1600,01:07:03,Rio de janeiro
Pedro alves,0023-02-01,,Cadeira,1200.0,2,2400,0:03:40,Belo horizonte
Pedro alves,0023-12-17,,Teclado,800.0,3,10500,00:05:21,Belo horizonte
João silva,2023-07-16,,Cadeira,1200.0,0,276,,Curitiba
João silva,0023-10-27,Masculino,Monitor,1200.0,2,7000,0:02:43,Porto alegre
Pedro alves,2023-10-23,,Notebook,120.0,2,800,0:02:35,Rio de janeiro
Ana clara,2024-12-22,Masculino,Cadeira,50.0,3,,02:59:56,Porto alegre
Carlos lima,2023-07-16,,Monitor,120.0,2,,0:02:04,Belo horizonte
Carlos lima,2023-09-11,,Cadeira,1200.0,3,10500,01:34:17,Porto alegre
Pedro alves,2024-03-23,,Monitor,1200.0,0,,,Rio de janeiro
João silva,2023-09-15,,Cadeira,800.0,0,,,Rio de janeiro
Carlos lima,2024-02-22,Masculino,Monitor,800.0,0,10500,,Rio de janeiro
Maria souza,0023-10-09,,Teclado,120.0,0,,,Rio de janeiro
Maria souza,2024-07-25,,Monitor,50.0,1,100,,Curitiba
João silva,2024-08-26,,Teclado,3500.0,1,2400,,Rio de janeiro
João silva,2024-10-28,,Mouse,1200.0,3,800,01:49:59,São paulo
Carlos lima,2023-12-08,,Notebook,50.0,3,360,00:06:16,Rio de janeiro
Maria souza,2024-11-05,Masculino,Teclado,1200.0,2,96,0:03:35,Belo horizonte
Pedro alves,2024-06-13,Masculino,Teclado,3500.0,1,2400,,Rio de janeiro
Pedro alves,0023-08-21,,Mouse,3500.0,3,50,00:02:20,Rio de janeiro
Maria souza,2024-05-09,,Cadeira,50.0,2,,0:00:42,Porto alegre
Maria souza,0023-04-23,Masculino,Teclado,120.0,1,3500,,Porto alegre
Pedro alves,0024-08-15,,Notebook,3500.0,2,150,0:00:01,Rio de janeiro
João silva,2024-06-27,Masculino,Teclado,1200.0,0,2400,,Rio de janeiro
João silva,2024-08-14,,Cadeira,800.0,3,120,00:41:09,Porto alegre
João silva,2023-03-14,Masculino,Mouse,120.0,2,2400,0:01:58,Belo horizonte
Pedro alves,2024-06-14,Masculino,Cadeira,1200.0,2,2400,0:01:01,Porto alegre
Maria souza,2024-09-22,Masculino,Cadeira,800.0,2,240,0:03:30,São paulo
Maria souza,0023-02-01,,Cadeira,120.0,2,150,0:00:40,Curitiba
Carlos lima,0024-12-27,Masculino,Cadeira,800.0,0,150,,Curitiba
Maria souza,2023-06-21,Masculino,Cadeira,800.0,1,3500,,São paulo
Ana clara,0023-08-20,,Cadeira,800.0,3,3500,02:48:42,Porto alegre
Maria souza,2023-05-23,,Teclado,50.0,3,1600,01:23:14,Rio de janeiro
Carlos lima,2023-07-25,Masculino,Cadeira,1200.0,0,800,,Rio de janeiro
João silva,2024-03-05,,Teclado,3500.0,2,3500,0:03:07,Porto alegre
João silva,2024-06-23,,Mouse,800.0,0,50,,São paulo
João silva,2024-11-24,Masculino,Monitor,50.0,0,6973,,Rio de janeiro
Pedro alves,2023-02-03,Masculino,Monitor,1200.0,2,,0:02:18,Rio de janeiro
Carlos lima,2024-04-22,,Mouse,120.0,0,10500,,Rio de janeiro
Pedro alves,2024-07-06,,Monitor,50.0,0,6958,,Belo horizonte
Carlos lima,2024-04-19,,Mouse,800.0,1,2400,,Curitiba
João silva,2024-03-23,,Mouse,50.0,3,3500,00:46:43,São paulo
Carlos lima,2023-05-16,,Teclado,50.0,3,1200,02:44:34,Belo horizonte
João silva,0024-08-19,Masculino,Teclado,120.0,2,1600,0:00:06,Curitiba
Ana clara,2023-01-10,,Notebook,50.0,0,1600,,Porto alegre
Maria souza,2024-08-20,Masculino,Mouse,50.0,0,800,,São paulo
Pedro alves,2024-02-14,,Teclado,800.0,0,800,,Porto alegre
Carlos lima,2024-12-23,Masculino,Teclado,50.0,3,,02:58:30,Belo horizonte
Ana clara,2023-04-06,,Mouse,120.0,0,,,Porto alegre
Maria souza,2023-02-24,,Notebook,3500.0,1,120,,Belo horizonte
Pedro alves,2023-04-14,Masculino,Mouse,800.0,0,,,Porto alegre
Carlos lima,2024-10-05,,Notebook,800.0,1,360,,São paulo
Carlos lima,2023-01-19,Masculino,Notebook,800.0,1,,,Curitiba
João silva,2024-10-11,Masculino,Mouse,120.0,1,100,,Curitiba
João silva,2024-09-07,Masculino,Teclado,120.0,2,,0:02:29,São paulo
Maria souza,2023-07-09,Masculino,Monitor,3500.0,0,,,São paulo
Maria souza,2023-12-02,Masculino,Monitor,120.0,2,,0:03:10,São paulo
Pedro alves,2023-11-21,,Teclado,1200.0,1,,,Rio de janeiro
Pedro alves,2023-10-23,Masculino,Monitor,1200.0,1,7000,,Belo horizonte
Pedro alves,2023-10-16,,Mouse,50.0,1,360,,Porto alegre
Pedro alves,2023-01-21,,Notebook,3500.0,0,,,Porto alegre
Pedro alves,2024-10-23,,Monitor,120.0,1,10500,,Belo horizonte
Maria souza,2023-04-03,Masculino,Teclado,120.0,2,50,0:03:43,Porto alegre
Pedro alves,2023-10-01,,Monitor,3500.0,1,360,,São paulo
Pedro alves,0024-09-15,Masculino,Cadeira,3500.0,1,800,,Rio de janeiro
Pedro alves,2023-04-19,,Notebook,1200.0,2,360,0:01:25,Porto alegre
Ana clara,2024-04-03,,Mouse,3500.0,3,3600,02:10:12,São paulo
Carlos lima,2024-08-20,Masculino,Mouse,50.0,1,1600,,São paulo
Maria souza,2024-04-27,,Notebook,3500.0,2,120,0:00:24,Porto alegre
Maria souza,2024-02-24,Masculino,Notebook,800.0,0,85,,Porto alegre
Ana clara,0023-12-28,Masculino,Monitor,1200.0,1,240,,Rio de janeiro
Pedro alves,2023-04-04,,Teclado,3500.0,3,7000,02:10:09,Curitiba
Pedro alves,0024-06-28,,Mouse,50.0,1,1200,,Porto alegre
Pedro alves,2023-06-09,,Teclado,120.0,3,1200,00:48:19,Belo horizonte
Pedro alves,2023-11-07,,Teclado,50.0,0,360,,Porto alegre
Pedro alves,2024-12-15,,Notebook,1200.0,2,1200,0:03:03,Curitiba
Pedro alves,2023-06-15,,Monitor,800.0,0,2400,,São paulo
Pedro alves,2024-06-11,,Monitor,120.0,1,,,Rio de janeiro
Carlos lima,0023-11-08,Masculino,Teclado,1200.0,1,10500,,São paulo
João silva,0023-11-09,,Mouse,120.0,0,100,,Belo horizonte
Pedro alves,0024-07-11,,Notebook,120.0,0,50,,Porto alegre
Maria souza,2023-06-16,,Monitor,50.0,3,1575,02:23:14,Belo horizonte
Carlos lima,2024-08-19,Masculino,Mouse,50.0,3,,01:21:39,Curitiba
Carlos lima,2023-08-27,Masculino,Monitor,50.0,3,1600,02:47:37,São paulo
Carlos lima,0024-07-09,,Teclado,800.0,3,50,01:26:57,Porto alegre
João silva,2024-04-01,Masculino,Teclado,120.0,0,,,Curitiba
Carlos lima,2023-01-04,Masculino,Teclado,3500.0,1,3600,,Belo horizonte
Carlos lima,2024-07-26,Masculino,Teclado,1200.0,1,800,,Belo horizonte
Carlos lima,2023-03-14,Masculino,Mouse,120.0,2,7000,0:00:20,Curitiba
Ana clara,2023-02-18,Masculino,Cadeira,1200.0,1,240,,Belo horizonte
Maria souza,2024-06-08,Masculino,Monitor,3500.0,3,,00:47:29,Belo horizonte
Maria souza,2024-09-28,,Cadeira,3500.0,3,240,01:31:46,Curitiba
Pedro alves,2024-05-08,,Cadeira,3500.0,2,,0:02:13,Belo horizonte
Pedro alves,0024-11-21,Masculino,Cadeira,1200.0,2,1600,0:01:07,Curitiba
Pedro alves,2024-01-11,Masculino,Cadeira,1200.0,1,1600,,Curitiba
Carlos lima,0024-07-17,Masculino,Notebook,800.0,1,,,Porto alegre
Pedro alves,2023-02-19,Masculino,Monitor,3500.0,2,2383,0:01:40,Porto alegre
Ana clara,0023-06-09,Masculino,Notebook,1200.0,1,800,,Porto alegre
Ana clara,2024-05-10,,Cadeira,120.0,3,3600,02:40:28,São paulo
Ana clara,2023-10-20,,Notebook,800.0,0,240,,Porto alegre
Carlos lima,0024-10-15,Masculino,Teclado,3500.0,0,1200,,Porto alegre
João silva,2023-01-27,Masculino,Monitor,800.0,0,1649,,Porto alegre
João silva,2023-11-11,Masculino,Monitor,1200.0,3,50,02:45:44,Rio de janeiro
João silva,2024-01-11,Masculino,Cadeira,3500.0,1,,,Porto alegre
Pedro alves,0024-04-13,,Teclado,1200.0,0,2400,,São paulo
Pedro alves,0024-05-03,Masculino,Teclado,1200.0,3,,01:35:08,Porto alegre
Carlos lima,0024-04-27,Masculino,Teclado,120.0,2,2400,0:02:44,Belo horizonte
Maria souza,2024-05-23,Masculino,Monitor,3500.0,2,,0:00:17,Rio de janeiro
Maria souza,2023-12-11,Masculino,Cadeira,3500.0,2,10530,0:01:28,São paulo
Ana clara,2024-03-18,Masculino,Monitor,50.0,1,2405,,Porto alegre
Carlos lima,2023-02-20,,Mouse,1200.0,0,1159,,Porto alegre
Maria souza,0024-09-12,,Teclado,120.0,0,1200,,Belo horizonte
Carlos lima,2023-09-01,Masculino,Mouse,50.0,0,360,,Porto alegre
Carlos lima,0024-02-08,Masculino,Notebook,120.0,0,240,,São paulo
Carlos lima,2024-01-18,Masculino,Mouse,1200.0,3,3600,00:04:26,Rio de janeiro
Pedro alves,2024-11-28,Masculino,Teclado,50.0,3,,02:41:33,Rio de janeiro
Ana clara,2024-10-02,,Mouse,800.0,3,800,00:53:08,Belo horizonte
Ana clara,2024-09-06,Masculino,Mouse,120.0,2,1600,0:01:22,Belo horizonte
Pedro alves,2024-09-03,,Monitor,3500.0,0,,,São paulo
Pedro alves,2023-08-27,,Teclado,50.0,1,240,,Belo horizonte
Pedro alves,2024-12-04,Masculino,Cadeira,800.0,2,150,0:02:36,Belo horizonte
Pedro alves,2023-09-05,Masculino,Mouse,1200.0,1,150,,Porto alegre
Maria souza,0023-03-03,Masculino,Monitor,120.0,1,10500,,São paulo
Pedro alves,0024-09-24,Masculino,Monitor,50.0,2,1600,0:02:31,Rio de janeiro
Carlos lima,2024-12-07,Masculino,Mouse,50.0,3,,00:27:01,Belo horizonte
João silva,2024-12-14,Masculino,Teclado,50.0,2,240,0:00:01,Rio de janeiro
Maria souza,0024-08-01,,Teclado,50.0,1,,,São paulo
João silva,2024-11-07,,Mouse,800.0,0,,,São paulo
João silva,2023-05-01,Masculino,Teclado,1200.0,0,750,,Belo horizonte
Carlos lima,2023-10-22,,Teclado,800.0,1,1600,,Curitiba
Maria souza,0024-12-24,Masculino,Mouse,3500.0,3,39,00:57:55,Belo horizonte
Ana clara,2024-02-06,,Monitor,120.0,1,240,,Porto alegre
João silva,0023-05-05,Masculino,Teclado,800.0,3,,01:04:24,São paulo
João silva,2023-03-23,Masculino,Monitor,120.0,1,2400,,Porto alegre
João silva,2024-11-01,Masculino,Teclado,1200.0,2,,0:00:11,São paulo
Maria souza,2024-01-10,,Notebook,1200.0,1,,,Belo horizonte
