id_venda,data_venda,cliente,genero,produto,preco,quantidade,total,tempo_entrega,cidade
2520,2024/04/01,,M,Notebook,"R$ 50,00",1,800,2:23:44,Belo Horizonte
2521,2023/07/18, Pedro Alves ,Masculino,Mouse,"R$ 1.200,00",3,10500,,São Paulo
2522,08/03/24, João Silva ,f,Mouse,"R$ 3.500,00",2,100,2:58:44,Belo Horizonte
2523,26/06/23,Ana Clara,m,Cadeira,"R$ 50,00",2,2400,,Rio de Janeiro
2524,02/10/23,,F,Cadeira,R$50,1,1200,0h 29m,São Paulo
2525,2024-06-13, João Silva ,m,Teclado,R$800,1,,125m,Belo Horizonte
2526,2023-10-24,,m,Mouse,"R$ 50,00",2,240,2:17:51,Curitiba
2527,10/04/24,Maria Souza,m,Teclado,R$3500,1,50,2:44:31,São Paulo
2528,25/05/24,Carlos Lima,MASCULINO,Mouse,120,1,3500,0:53:30,Porto Alegre
2529,2023-03-10,Ana Clara,,Mouse,1200,2,,1:30:10,São Paulo
2530,2024/07/02, Pedro Alves ,f,Teclado,R$120,2,7000,180m,Belo Horizonte
2531,2024-10-06,Carlos Lima,M,Notebook,3500,1,,0:34:46,Curitiba
2532,10-08-2024,Maria Souza,,Monitor,1200,2,6996,2:50:26,Rio de Janeiro
2533,10-05-2023, João Silva ,,Mouse,R$800,3,10468,91m,Rio de Janeiro
2534,2024/10/20,Ana Clara,M,Notebook,R$800,2,1620,3h 51m,São Paulo
2535,06-10-2024,Carlos Lima,F,Cadeira,R$50,1,1200,2:52:41,Curitiba
2536,2023-01-09,Ana Clara,M,Teclado,"R$ 800,00",2,100,15m,São Paulo
2537,04-07-2023,Ana Clara,f,Teclado,"R$ 120,00",1,,0:54:35,Porto Alegre
2538,2024/05/18,Carlos Lima,MASCULINO,Cadeira,R$800,3,10500,1:36:26,Belo Horizonte
2539,10/06/24,Carlos Lima,F,Cadeira,120,3,3600,,Curitiba
2540,2023-09-26, Pedro Alves ,M,Cadeira,"R$ 3.500,00",1,1200,2:58:53,Belo Horizonte
2541,2024-06-20,Maria Souza,,Cadeira,R$120,2,,1:51:08,Belo Horizonte
2542,2023/12/15,Maria Souza,,Monitor,800,2,100,0h 34m,Curitiba
2543,2024/11/21, João Silva ,Feminino,Monitor,R$120,3,,30m,Rio de Janeiro
2544,17/11/24,Carlos Lima,,Teclado,50,3,3600,,Porto Alegre
2545,2024-09-07,Ana Clara,F,Mouse,R$800,3,133,,Curitiba
2546,2023-06-09,Maria Souza,Masculino,Mouse,R$800,3,3595,1:40:07,Curitiba
2547,25/01/23,Ana Clara,,Teclado,"R$ 50,00",3,139,110m,Belo Horizonte
2548,25/10/24, João Silva ,M,Cadeira,120,3,2400,13m,São Paulo
2549,26/02/24,,M,Mouse,"R$ 3.500,00",2,7000,0h 27m,Curitiba
2550,2024/04/14,Carlos Lima,,Notebook,R$1200,3,2366,1h 7m,Belo Horizonte
2551,2023/04/19, Pedro Alves ,,Mouse,3500,3,,1h 48m,Rio de Janeiro
2552,25/10/24,Ana Clara,Feminino,Monitor,R$800,1,3500,147m,Curitiba
2553,25-10-2024,Maria Souza,m,Monitor,3500,2,,2:47:04,Curitiba
2554,10-07-2023,,f,Monitor,R$3500,2,240,49m,Rio de Janeiro
2555,20/02/24,,Masculino,Mouse,"R$ 120,00",1,120,1h 39m,Rio de Janeiro
2556,13-11-2024,,Masculino,Monitor,R$50,3,387,,Porto Alegre
2557,07/08/24,Maria Souza,F,Notebook,R$120,3,3600,2h 52m,Belo Horizonte
2558,2023-12-03,,m,Mouse,R$50,2,240,,Rio de Janeiro
2559,11-04-2024, Pedro Alves ,,Monitor,R$1200,3,10500,1:07:06,Belo Horizonte
2560,2023-12-01, João Silva ,f,Teclado,800,3,10500,0h 17m,Porto Alegre
2561,2024-08-17,Carlos Lima,m,Notebook,R$800,3,150,2h 24m,Curitiba
2562,2024/12/23,,MASCULINO,Notebook,R$50,3,3600,,Curitiba
2563,2023/02/12,Maria Souza,Masculino,Teclado,800,2,7000,2:47:13,São Paulo
2564,2024/02/09,,F,Mouse,R$3500,2,100,2h 7m,Rio de Janeiro
2565,27/06/24, João Silva ,MASCULINO,Monitor,"R$ 120,00",3,360,,Belo Horizonte
2566,28-02-2023,,Masculino,Mouse,800,1,81,,Belo Horizonte
2567,01/11/24,Ana Clara,f,Teclado,800,2,2448,2:56:22,Porto Alegre
2568,2024/01/25, João Silva ,Masculino,Cadeira,120,3,2400,,Curitiba
2569,28/10/24,,Masculino,Notebook,R$120,1,120,1h 6m,Porto Alegre
2570,2023/05/20,Maria Souza,,Notebook,800,1,50,2:32:51,São Paulo
2571,10-11-2023,Ana Clara,Masculino,Cadeira,"R$ 3.500,00",2,7000,3h 43m,Rio de Janeiro
2572,2023-11-24,Carlos Lima,MASCULINO,Mouse,R$3500,2,,0:12:49,São Paulo
2573,2024/07/01, João Silva ,M,Monitor,3500,2,2418,0h 42m,Rio de Janeiro
2574,19-03-2023,Maria Souza,Masculino,Mouse,R$3500,1,,77m,Rio de Janeiro
2575,2024-05-09, João Silva ,M,Monitor,"R$ 1.200,00",1,3500,1:51:19,Curitiba
2576,2023/12/26,,f,Mouse,50,1,50,79m,Belo Horizonte
2577,2024-03-03, João Silva ,Masculino,Teclado,"R$ 800,00",1,1200,,Rio de Janeiro
2578,02/11/23,Carlos Lima,Masculino,Mouse,800,1,1200,1:19:06,Rio de Janeiro
2579,2024/01/03,Ana Clara,m,Monitor,R$50,3,2400,2h 55m,São Paulo
2580,28-07-2024,Ana Clara,f,Notebook,R$800,2,7020,81m,Curitiba
2581,2023-11-20,Ana Clara,F,Monitor,"R$ 3.500,00",3,,,Curitiba
2582,02-05-2023, João Silva ,M,Mouse,1200,1,74,,Rio de Janeiro
2583,2023-08-21,,Feminino,Notebook,1200,3,3600,0:19:26,São Paulo
2584,16-10-2024, João Silva ,MASCULINO,Monitor,R$120,2,1600,84m,São Paulo
2585,03-12-2023, João Silva ,Feminino,Cadeira,"R$ 1.200,00",2,2400,2h 31m,Curitiba
2586,18-07-2024, Pedro Alves ,Feminino,Teclado,1200,3,150,3h 33m,Rio de Janeiro
2587,2024/12/28, Pedro Alves ,M,Cadeira,"R$ 120,00",1,,1:04:12,São Paulo
2588,2024-05-16, Pedro Alves ,m,Mouse,R$120,1,800,3h 40m,Curitiba
2589,2023/09/09, João Silva ,MASCULINO,Notebook,"R$ 1.200,00",3,3582,,São Paulo
2590,2024/05/21,Ana Clara,F,Mouse,R$800,2,2400,,Rio de Janeiro
2591,19/06/24,,Masculino,Mouse,"R$ 800,00",2,240,,São Paulo
2592,2023-08-20, João Silva ,Feminino,Monitor,R$800,2,7000,0h 54m,Rio de Janeiro
2593,2023-02-03,Maria Souza,,Cadeira,1200,2,1600,,Curitiba
2594,11-09-2023, Pedro Alves ,Feminino,Mouse,R$800,2,100,42m,Curitiba
2595,2024-04-11, João Silva ,,Notebook,R$1200,1,50,,Rio de Janeiro
2596,13-09-2023, Pedro Alves ,Feminino,Notebook,R$120,1,800,0:56:03,Porto Alegre
2597,2023-11-23, João Silva ,Feminino,Monitor,"R$ 3.500,00",3,10500,0:03:41,Porto Alegre
2598,15/01/23, João Silva ,M,Notebook,1200,1,3500,142m,Belo Horizonte
2599,01-10-2023, Pedro Alves ,,Cadeira,800,2,7000,2:25:12,São Paulo
2600,16/08/23,Maria Souza,,Cadeira,"R$ 3.500,00",3,10500,2:09:55,Belo Horizonte
2601,2024/12/20,Ana Clara,Masculino,Monitor,1200,1,3500,2h 11m,Porto Alegre
2602,2023/08/04,,m,Notebook,R$50,3,2445,1:47:22,São Paulo
2603,2024/10/04, João Silva ,Masculino,Notebook,"R$ 50,00",3,,179m,Rio de Janeiro
2604,04/12/23,,,Teclado,R$3500,3,10509,179m,Curitiba
2605,10-07-2023,,,Monitor,R$50,2,57,2h 30m,Belo Horizonte
2606,23-04-2023,Ana Clara,M,Mouse,R$800,3,360,,Belo Horizonte
2607,2024/04/25, João Silva ,f,Monitor,"R$ 3.500,00",1,3509,,Belo Horizonte
2608,21-11-2023,,,Mouse,R$50,2,124,0:23:46,Curitiba
2609,2024-03-13,Ana Clara,Feminino,Mouse,R$3500,1,800,1:14:19,Rio de Janeiro
2610,2023-03-20,Ana Clara,m,Cadeira,"R$ 800,00",3,,,Curitiba
2611,2023/05/21, João Silva ,MASCULINO,Mouse,"R$ 1.200,00",3,,103m,Porto Alegre
2612,2023-05-28,Maria Souza,m,Notebook,"R$ 1.200,00",3,3600,0:11:40,São Paulo
2613,2024/04/15,Carlos Lima,Feminino,Cadeira,"R$ 50,00",1,,122m,Porto Alegre
2614,2024-07-23,,f,Teclado,"R$ 50,00",3,10483,35m,Rio de Janeiro
2615,10-02-2024,Maria Souza,Masculino,Cadeira,R$1200,1,1200,117m,Belo Horizonte
2616,07-10-2023,Ana Clara,Feminino,Notebook,"R$ 1.200,00",1,1200,,Curitiba
2617,20/05/24, Pedro Alves ,Masculino,Teclado,800,3,360,56m,Belo Horizonte
2618,18/08/24,Ana Clara,M,Mouse,R$3500,3,2400,154m,Belo Horizonte
2619,2024/01/03,Ana Clara,f,Monitor,"R$ 1.200,00",3,2423,1h 34m,Curitiba
2620,27-11-2023,Carlos Lima,Masculino,Cadeira,120,3,3600,3h 42m,São Paulo
2621,22/01/23,,Feminino,Notebook,"R$ 3.500,00",1,50,,Porto Alegre
2622,2024/05/03,Ana Clara,Feminino,Cadeira,"R$ 50,00",1,788,,Porto Alegre
2623,2024/05/06, Pedro Alves ,,Cadeira,"R$ 120,00",1,800,0h 9m,Belo Horizonte
2624,2024/10/06, Pedro Alves ,m,Teclado,"R$ 120,00",3,2400,,Curitiba
2625,2024-02-22, Pedro Alves ,f,Mouse,3500,3,2400,1:46:09,São Paulo
2626,2024/10/23, Pedro Alves ,m,Cadeira,"R$ 120,00",3,3600,,Porto Alegre
2627,2024/04/05,Carlos Lima,M,Cadeira,120,1,1200,2h 9m,Porto Alegre
2628,2023-09-18,Carlos Lima,F,Notebook,1200,2,100,2h 47m,Curitiba
2629,2023-08-11,Ana Clara,MASCULINO,Notebook,"R$ 1.200,00",2,,84m,Belo Horizonte
2630,2023-02-26,Carlos Lima,M,Notebook,50,1,3500,2:54:06,Belo Horizonte
2631,16-05-2023,Maria Souza,M,Teclado,R$3500,1,50,,Rio de Janeiro
2632,2024-11-08, Pedro Alves ,Masculino,Cadeira,120,3,360,178m,Curitiba
2633,10/09/23,Maria Souza,m,Mouse,120,3,,3h 44m,Belo Horizonte
2634,12/04/24,Ana Clara,f,Teclado,50,3,150,53m,Porto Alegre
2635,2023/05/14,Maria Souza,Feminino,Notebook,R$1200,2,100,132m,São Paulo
2636,2023/10/23,Carlos Lima,M,Monitor,"R$ 120,00",1,800,2h 51m,São Paulo
2637,22-09-2023,,Masculino,Mouse,"R$ 120,00",1,,1h 24m,Porto Alegre
2638,24/11/24, João Silva ,m,Monitor,"R$ 3.500,00",3,184,,Rio de Janeiro
2639,2023-08-03, João Silva ,Masculino,Teclado,R$800,1,1200,153m,Belo Horizonte
2640,04-10-2024,Ana Clara,f,Mouse,R$800,2,240,1:05:30,Porto Alegre
2641,2023/04/05,,,Cadeira,3500,3,3600,2:52:27,São Paulo
2642,2023-06-02,Maria Souza,M,Mouse,3500,2,240,,Curitiba
2643,09-02-2024,Carlos Lima,,Mouse,R$800,2,100,1h 18m,Rio de Janeiro
2644,2023-12-20,Carlos Lima,M,Cadeira,"R$ 1.200,00",3,150,1h 52m,Rio de Janeiro
2645,2024-08-12,Maria Souza,F,Monitor,"R$ 800,00",3,2400,,São Paulo
2646,02/05/24, Pedro Alves ,Masculino,Mouse,R$3500,3,10500,3h 6m,Curitiba
2647,2024/04/11,Maria Souza,m,Teclado,R$120,3,2400,118m,São Paulo
2648,2024-05-02,Ana Clara,M,Notebook,R$50,2,,0h 13m,Curitiba
2649,2024-04-17,Ana Clara,f,Monitor,"R$ 1.200,00",1,,0h 4m,Porto Alegre
2650,13/05/23,Carlos Lima,Feminino,Cadeira,R$120,2,219,3h 40m,Rio de Janeiro
2651,2024-11-19,Maria Souza,F,Notebook,R$1200,3,360,1:55:39,Rio de Janeiro
2652,2023/06/28, João Silva ,Feminino,Notebook,1200,1,3500,106m,São Paulo
2653,2023/08/15,,MASCULINO,Notebook,"R$ 50,00",2,,2h 20m,Porto Alegre
2654,19-04-2024,,MASCULINO,Monitor,50,3,3600,,Rio de Janeiro
2655,2023/06/24, João Silva ,M,Teclado,"R$ 1.200,00",3,2400,,Rio de Janeiro
2656,09/04/24, João Silva ,Masculino,Mouse,800,1,120,0h 21m,São Paulo
2657,21/09/23,Carlos Lima,F,Teclado,R$800,2,7000,69m,Rio de Janeiro
2658,2023-08-04, Pedro Alves ,M,Teclado,"R$ 120,00",1,50,,Porto Alegre
2659,17/04/24,Carlos Lima,F,Notebook,3500,2,240,16m,Porto Alegre
2660,2023-09-09,Ana Clara,MASCULINO,Mouse,120,2,240,156m,São Paulo
2661,2023/01/27,Ana Clara,f,Mouse,1200,1,,,Curitiba
2662,06/12/23,Ana Clara,M,Mouse,R$3500,3,360,0:18:06,São Paulo
2663,2023-05-28,Carlos Lima,,Teclado,"R$ 1.200,00",2,,1h 16m,Rio de Janeiro
2664,20-11-2023, Pedro Alves ,F,Cadeira,"R$ 1.200,00",1,1200,0h 33m,São Paulo
2665,18-05-2023,,m,Cadeira,50,2,1600,1:12:13,Porto Alegre
2666,10/07/23, João Silva ,M,Teclado,R$120,2,2400,22m,São Paulo
2667,06/11/24,,m,Teclado,R$1200,1,,1:09:06,Curitiba
2668,2023/05/21, Pedro Alves ,Feminino,Mouse,800,2,240,18m,Rio de Janeiro
2669,17-08-2024,Maria Souza,f,Notebook,120,3,,19m,Porto Alegre
2670,21/06/24,Carlos Lima,f,Cadeira,50,2,,,São Paulo
2671,28-07-2023,,Masculino,Notebook,50,2,7000,0h 31m,Belo Horizonte
2672,06/11/24,Carlos Lima,F,Cadeira,50,2,100,118m,Rio de Janeiro
2673,05/05/23,Maria Souza,,Notebook,R$3500,1,50,162m,Porto Alegre
2674,2024/03/03, João Silva ,F,Monitor,"R$ 800,00",1,,,Porto Alegre
2675,2023-02-23,Ana Clara,Feminino,Notebook,"R$ 1.200,00",1,,1:33:02,São Paulo
2676,05-05-2024,,F,Mouse,1200,1,16,132m,Porto Alegre
2677,19/01/24, João Silva ,MASCULINO,Teclado,"R$ 50,00",1,,0h 48m,Curitiba
2678,2024-03-24,Maria Souza,f,Cadeira,120,1,3500,75m,Rio de Janeiro
2679,2023-05-11,Maria Souza,F,Cadeira,R$120,2,100,,Curitiba
2680,27/03/24, João Silva ,,Teclado,800,1,3500,30m,Belo Horizonte
2681,2024-03-01,Ana Clara,Masculino,Mouse,50,1,120,0h 18m,Rio de Janeiro
2682,2023-03-27,Ana Clara,F,Cadeira,R$1200,2,143,48m,Curitiba
2683,2024/03/22,Carlos Lima,m,Mouse,120,1,120,179m,Porto Alegre
2684,2024/11/26,Ana Clara,,Monitor,"R$ 120,00",3,10500,163m,Belo Horizonte
2685,01-03-2024, Pedro Alves ,MASCULINO,Mouse,R$800,1,120,0h 27m,Belo Horizonte
2686,2023-12-19, Pedro Alves ,M,Notebook,"R$ 800,00",1,50,116m,Belo Horizonte
2687,15/11/23,,Masculino,Teclado,R$120,1,,2h 34m,São Paulo
2688,08-02-2024,Maria Souza,Feminino,Mouse,1200,3,,3h 30m,São Paulo
2689,2023-02-05,Ana Clara,m,Notebook,R$1200,2,,1h 7m,Belo Horizonte
2690,01-08-2024,Maria Souza,Feminino,Cadeira,R$1200,3,3600,179m,Belo Horizonte
2691,2023-03-07,,m,Notebook,"R$ 800,00",2,6987,2h 43m,Belo Horizonte
2692,2023/12/07,,m,Notebook,R$50,3,150,1h 36m,Rio de Janeiro
2693,2023/04/27,Ana Clara,Feminino,Cadeira,R$3500,1,,2:58:55,Porto Alegre
2694,27-11-2024,Maria Souza,Feminino,Monitor,"R$ 50,00",3,150,169m,Porto Alegre
2695,2023/09/13,Ana Clara,Masculino,Teclado,R$800,1,3500,,São Paulo
2696,2023/10/09,,m,Monitor,120,1,3500,0h 9m,Curitiba
2697,22/09/24, João Silva ,F,Cadeira,"R$ 800,00",3,10500,31m,Rio de Janeiro
2698,2023/03/02,Ana Clara,M,Cadeira,R$800,3,10500,,Curitiba
2699,2023/10/27, Pedro Alves ,f,Mouse,R$50,3,360,1h 36m,Curitiba
2700,2023/05/17,Ana Clara,F,Mouse,R$3500,2,100,2h 55m,Porto Alegre
2701,2023-02-04,Carlos Lima,M,Teclado,R$120,1,79,,Curitiba
2702,2023/06/10,Carlos Lima,F,Notebook,1200,2,1600,2h 15m,Porto Alegre
2703,2023/11/03,Ana Clara,,Monitor,120,2,,149m,Porto Alegre
2704,2024-09-10, João Silva ,Feminino,Teclado,R$50,1,1200,2h 7m,Curitiba
2705,17-03-2024, João Silva ,,Monitor,50,2,150,,Rio de Janeiro
2706,2024/06/20,,m,Notebook,"R$ 50,00",3,10500,1:03:36,São Paulo
2707,22/03/24,Ana Clara,,Mouse,"R$ 120,00",3,360,2h 44m,Rio de Janeiro
2708,2024-01-21,Ana Clara,,Notebook,"R$ 120,00",3,3600,2h 32m,Rio de Janeiro
2709,18-04-2024, Pedro Alves ,Feminino,Teclado,50,3,,,Rio de Janeiro
2710,09-11-2023,Ana Clara,F,Notebook,"R$ 3.500,00",3,,117m,Porto Alegre
2711,2024/01/07, João Silva ,,Cadeira,"R$ 800,00",1,50,48m,Curitiba
2712,26-12-2023, Pedro Alves ,Masculino,Teclado,"R$ 3.500,00",2,240,0:17:02,Rio de Janeiro
2713,2023-09-07,Ana Clara,MASCULINO,Mouse,1200,3,2400,0h 51m,São Paulo
2714,2023/03/04, João Silva ,M,Monitor,"R$ 1.200,00",1,3500,0h 58m,Rio de Janeiro
2715,2023/01/01,Ana Clara,F,Mouse,R$50,2,7000,2h 27m,Belo Horizonte
2716,2023-09-16,Ana Clara,Feminino,Notebook,120,1,800,,Porto Alegre
2717,19/03/24, João Silva ,F,Notebook,"R$ 120,00",1,800,29m,Belo Horizonte
2718,13-12-2024, Pedro Alves ,,Cadeira,1200,3,2400,2h 41m,Rio de Janeiro
2719,20/08/23,,Feminino,Teclado,"R$ 1.200,00",3,150,33m,Porto Alegre
2720,2023-07-10, João Silva ,Feminino,Cadeira,"R$ 1.200,00",3,197,,Porto Alegre
2721,17-10-2023, Pedro Alves ,Feminino,Cadeira,"R$ 3.500,00",2,100,2:41:22,Belo Horizonte
2722,2023/10/08, Pedro Alves ,Feminino,Cadeira,"R$ 50,00",3,10500,,Belo Horizonte
2723,2023-04-27,Ana Clara,m,Notebook,800,3,2400,91m,Curitiba
2724,2024-01-03, Pedro Alves ,F,Teclado,R$1200,1,3500,,Porto Alegre
2725,2023-10-27,Carlos Lima,F,Cadeira,"R$ 800,00",1,120,167m,Belo Horizonte
2726,2024/08/28, Pedro Alves ,Masculino,Cadeira,120,1,800,,Porto Alegre
2727,2023-04-14,Carlos Lima,MASCULINO,Notebook,3500,1,,1:53:40,Porto Alegre
2728,2024/05/21, João Silva ,f,Notebook,"R$ 1.200,00",3,150,2h 3m,Porto Alegre
2729,2023-01-12, João Silva ,F,Mouse,"R$ 800,00",1,800,2h 17m,Curitiba
2730,07/05/24,Maria Souza,F,Teclado,3500,3,,1h 31m,Rio de Janeiro
2731,03-01-2023, Pedro Alves ,m,Mouse,R$3500,1,1197,1:14:15,São Paulo
2732,08/11/24,Maria Souza,F,Teclado,"R$ 3.500,00",2,240,2:09:08,Porto Alegre
2733,2023/07/17, Pedro Alves ,Feminino,Notebook,50,1,1200,131m,Curitiba
2734,2023-12-25, João Silva ,Feminino,Mouse,R$120,3,150,,Belo Horizonte
2735,2023-12-13, Pedro Alves ,Feminino,Mouse,50,2,1600,172m,Belo Horizonte
2736,2023-05-17,Ana Clara,F,Notebook,"R$ 3.500,00",1,,175m,Curitiba
2737,06/02/24,Carlos Lima,F,Notebook,50,2,7000,,São Paulo
2738,04-01-2023,,Masculino,Monitor,"R$ 3.500,00",1,,2:02:48,Porto Alegre
2739,2024/01/05,,Feminino,Mouse,50,3,10500,2:26:18,Curitiba
2740,2024/08/01,Ana Clara,Feminino,Teclado,R$1200,3,3600,2h 30m,Belo Horizonte
2741,02/08/23, João Silva ,MASCULINO,Mouse,3500,1,50,,Porto Alegre
2742,09/11/24,Ana Clara,f,Monitor,800,3,360,102m,Belo Horizonte
2743,13-01-2023,Carlos Lima,Masculino,Cadeira,1200,2,1600,,Rio de Janeiro
2744,2023/11/23, Pedro Alves ,Feminino,Mouse,"R$ 50,00",1,50,36m,Porto Alegre
2745,2024-03-17, Pedro Alves ,m,Monitor,"R$ 800,00",3,150,,Belo Horizonte
2746,23/03/23,Carlos Lima,F,Notebook,R$1200,2,7000,0:57:57,Belo Horizonte
2747,2023/02/23,Maria Souza,f,Notebook,R$120,3,335,2h 54m,Belo Horizonte
2748,2024/06/06, Pedro Alves ,,Monitor,"R$ 120,00",3,10500,2:49:34,Rio de Janeiro
2749,07-11-2023,,f,Cadeira,"R$ 50,00",2,2400,164m,Rio de Janeiro
2750,2024-03-21, Pedro Alves ,f,Teclado,"R$ 800,00",1,1200,2h 28m,Porto Alegre
2751,20/02/23,,MASCULINO,Mouse,50,2,240,55m,Belo Horizonte
2752,26/12/24,,Masculino,Cadeira,R$120,3,322,1:30:44,Rio de Janeiro
2753,28/02/23,Carlos Lima,Feminino,Mouse,1200,1,3500,0:25:07,Porto Alegre
2754,2023-01-27,Ana Clara,MASCULINO,Cadeira,120,2,7000,2h 47m,Belo Horizonte
2755,13-01-2024,Maria Souza,,Notebook,"R$ 800,00",1,50,1:54:43,Curitiba
2756,2023-06-06,Carlos Lima,Feminino,Cadeira,R$3500,2,2400,174m,São Paulo
2757,09/05/24,Carlos Lima,M,Teclado,"R$ 120,00",2,97,0h 25m,Curitiba
2758,22-04-2024, Pedro Alves ,f,Notebook,R$50,3,117,0h 43m,Curitiba
2759,2023/12/03, Pedro Alves ,MASCULINO,Monitor,800,2,1600,131m,São Paulo
2760,2023-11-01,,MASCULINO,Monitor,50,3,,,Rio de Janeiro
2761,06-04-2024,Ana Clara,f,Cadeira,800,3,360,3h 59m,São Paulo
2762,2024/04/21,Ana Clara,Masculino,Mouse,"R$ 3.500,00",1,1200,,Porto Alegre
2763,2023/11/04,Maria Souza,Feminino,Notebook,1200,3,2400,,Rio de Janeiro
2764,2023-02-06,,M,Notebook,R$120,2,100,137m,Porto Alegre
2765,03/03/24,Maria Souza,F,Teclado,50,1,50,29m,Curitiba
2766,27/06/24, João Silva ,Feminino,Teclado,R$50,3,150,,São Paulo
2767,2023/12/11,Carlos Lima,Feminino,Mouse,R$800,3,190,2:35:45,Rio de Janeiro
2768,17-09-2024, Pedro Alves ,M,Mouse,1200,2,100,,Belo Horizonte
2769,26-06-2024, João Silva ,m,Mouse,R$1200,3,,,São Paulo
2770,26/03/23, Pedro Alves ,m,Mouse,800,1,3500,,Curitiba
2771,2024/12/27,Maria Souza,F,Cadeira,R$1200,3,360,,Belo Horizonte
2772,19/08/24, Pedro Alves ,Masculino,Teclado,R$120,2,,3h 21m,Porto Alegre
2773,2024/09/24,,F,Notebook,"R$ 1.200,00",1,,,Rio de Janeiro
2774,14-12-2023,,m,Teclado,"R$ 1.200,00",1,,1:46:45,Rio de Janeiro
2775,11-01-2023,Carlos Lima,Masculino,Notebook,"R$ 50,00",3,10500,2h 16m,Curitiba
2776,2023/05/12, João Silva ,Masculino,Teclado,"R$ 3.500,00",3,3600,34m,São Paulo
2777,2023-04-08,Ana Clara,M,Mouse,"R$ 1.200,00",2,2400,20m,Belo Horizonte
2778,2023/07/03,,m,Cadeira,R$50,2,,0:40:24,Rio de Janeiro
2779,25-06-2023,Carlos Lima,m,Mouse,120,2,100,1:08:19,São Paulo
2780,2023/11/27,Maria Souza,m,Mouse,R$1200,1,800,,Belo Horizonte
2781,2023-01-18, Pedro Alves ,Masculino,Cadeira,1200,2,1600,,São Paulo
2782,01-07-2023,Ana Clara,f,Teclado,120,1,,0h 11m,Rio de Janeiro
2783,23-12-2023,Ana Clara,Masculino,Notebook,"R$ 50,00",3,360,45m,Curitiba
2784,04-05-2024,Maria Souza,m,Mouse,R$3500,3,360,2:50:13,Rio de Janeiro
2785,20-09-2024, João Silva ,MASCULINO,Monitor,R$50,1,1200,155m,Porto Alegre
2786,04/04/24, Pedro Alves ,Masculino,Cadeira,1200,1,120,2h 30m,São Paulo
2787,10/07/24,Ana Clara,Feminino,Notebook,R$50,1,120,1:11:11,Porto Alegre
2788,2023-05-11, João Silva ,F,Teclado,R$800,3,150,,Porto Alegre
2789,06-08-2023, Pedro Alves ,f,Cadeira,3500,3,369,,São Paulo
2790,27/08/23, Pedro Alves ,f,Teclado,R$50,2,7000,,Belo Horizonte
2791,21/11/24,,MASCULINO,Monitor,"R$ 50,00",2,2400,2h 54m,Curitiba
2792,2023/05/01,Ana Clara,MASCULINO,Teclado,800,2,2400,0:57:17,Curitiba
2793,07/11/23,Maria Souza,Feminino,Cadeira,"R$ 800,00",3,10500,2:48:10,Belo Horizonte
2794,2024/03/25,Ana Clara,,Mouse,120,3,150,,São Paulo
2795,2023/12/04, João Silva ,,Monitor,3500,2,1600,1h 35m,São Paulo
2796,2024/09/13, Pedro Alves ,Masculino,Notebook,"R$ 50,00",2,,1:15:02,Belo Horizonte
2797,18/09/24,Ana Clara,Masculino,Teclado,R$120,3,10500,140m,Belo Horizonte
2798,2023/07/20,Maria Souza,Feminino,Teclado,R$3500,2,7000,2:19:02,Rio de Janeiro
2799,25-12-2023, Pedro Alves ,f,Mouse,"R$ 3.500,00",3,150,,Belo Horizonte
2800,03/06/23,Carlos Lima,f,Monitor,"R$ 1.200,00",2,240,,Porto Alegre
2801,06/10/24, João Silva ,M,Cadeira,"R$ 50,00",1,800,44m,Curitiba
2802,2024/06/07,,m,Notebook,1200,2,1600,100m,Curitiba
2803,2024/06/05, Pedro Alves ,M,Cadeira,R$120,1,50,,Belo Horizonte
2804,10-07-2023,Ana Clara,F,Mouse,"R$ 1.200,00",1,1171,3h 15m,Belo Horizonte
2805,15/08/24, João Silva ,,Teclado,R$120,2,7000,162m,São Paulo
2806,2023/09/01,Carlos Lima,M,Teclado,R$800,3,,,Belo Horizonte
2807,2023/11/10, Pedro Alves ,f,Teclado,R$800,1,50,141m,Belo Horizonte
2808,2023-08-21, João Silva ,F,Mouse,R$1200,3,2400,0:49:29,Belo Horizonte
2809,01/03/24, João Silva ,Feminino,Mouse,"R$ 3.500,00",1,3500,1:36:43,São Paulo
2810,2023-01-10, João Silva ,Masculino,Mouse,R$50,1,,19m,Porto Alegre
2811,2023-05-02,,,Monitor,"R$ 1.200,00",2,240,,Rio de Janeiro
2812,2023-02-02,Carlos Lima,Feminino,Monitor,R$800,1,120,0:41:24,Porto Alegre
2813,02/05/23,Carlos Lima,f,Teclado,800,2,240,2:54:36,Porto Alegre
2814,2024-07-18, João Silva ,Masculino,Cadeira,50,2,,1h 51m,São Paulo
2815,2023-09-26,Maria Souza,Feminino,Teclado,800,1,800,178m,São Paulo
2816,28-10-2023, João Silva ,MASCULINO,Teclado,50,2,197,2h 57m,São Paulo
2817,22/02/23,Carlos Lima,Feminino,Mouse,R$1200,1,50,0h 20m,Porto Alegre
2818,12/04/24,Ana Clara,F,Notebook,1200,2,7000,,São Paulo
2819,04-08-2024,,m,Mouse,3500,2,,1:26:29,Porto Alegre
2820,02-07-2024,Ana Clara,Feminino,Mouse,R$1200,3,360,155m,Rio de Janeiro
2821,2024/11/21,Ana Clara,M,Cadeira,"R$ 3.500,00",2,100,,Belo Horizonte
2822,25/02/23,,F,Notebook,R$120,1,800,33m,São Paulo
